央视频道,#genre#
北京IPTV淘电影,http://yanzhao.x3322.net:8888/udp/239.3.1.250:8001
北京IPTV淘电影,http://125.34.18.98:8888/udp/239.3.1.250:8001
黑龙江影视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225973/index.m3u8
北京IPTV淘电影,http://webmail.axxe.top:4022/udp/239.3.1.250:8001
北京IPTV淘精彩,http://webmail.axxe.top:4022/udp/239.3.1.178:8001
北京IPTV淘Baby,http://webmail.axxe.top:4022/udp/239.3.1.238:8001
北京IPTV淘娱乐,http://webmail.axxe.top:4022/udp/239.3.1.100:8001
北京IPTV淘剧场,http://webmail.axxe.top:4022/udp/239.3.1.95:8001
北京IPTV萌宠TV,http://webmail.axxe.top:4022/udp/239.3.1.102:8001
全球电影台,http://108.181.21.27:27347/livehttpplay?channel_id=20047
龙华洋片,http://108.181.21.27:27347/livehttpplay?channel_id=20090
美亚电影台,http://108.181.21.27:27347/livehttpplay?channel_id=20197
纬来电影,http://108.181.21.27:27347/livehttpplay?channel_id=20199
龙华电影,http://108.181.21.27:27347/livehttpplay?channel_id=10129
最爱电影台,http://108.181.21.27:27347/livehttpplay?channel_id=12036
龙祥电影台,http://108.181.20.215:27347/livehttpplay?channel_id=20114
美亚电影,http://108.181.20.215:27347/livehttpplay?channel_id=20197
纬来电影,http://108.181.20.215:27347/livehttpplay?channel_id=20199


港台频道,#genre#
TVB Plus,http://vallest.uk/livehttpplay?channel_id=20122
J2 HD,http://108.181.21.7:33577/liveplay.m3u8
J2,http://108.181.21.7:34799/liveplay.m3u8
翡翠台4K,https://live.hkdvb.com/hls/live/800.m3u8?token=713733171373125
凤凰香港,http://108.181.20.197/livehttpplay?channel_id=30016
凤凰香港,http://108.181.21.27:27347/livehttpplay?channel_id=30016
翡翠台HD,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
翡翠台HD,http://108.181.20.215:27347/livehttpplay?channel_id=20127
翡翠台HD,http://108.181.21.31:27347/livehttpplay?channel_id=20127
鳳凰中文,http://108.181.21.31:27347/livehttpplay?channel_id=30014
鳳凰資訊,http://108.181.21.31:27347/livehttpplay?channel_id=30015
鳳凰香港,http://108.181.21.31:27347/livehttpplay?channel_id=30016
TVB PlusHD,http://108.181.21.31:27347/livehttpplay?channel_id=30023
無線新聞,http://108.181.21.31:27347/livehttpplay?channel_id=30024
翡翠台,http://108.181.21.31:27347/livehttpplay?channel_id=30025
明珠台,http://108.181.21.31:27347/livehttpplay?channel_id=30026
RHK32,http://108.181.21.31:27347/livehttpplay?channel_id=30028
CCTV4K,http://108.181.21.31:27347/livehttpplay?channel_id=30029
TVB Plus,http://108.181.21.31:27347/livehttpplay?channel_id=30030
广东体育,http://108.181.21.31:27347/livehttpplay?channel_id=30031
RHK31,http://108.181.21.31:27347/livehttpplay?channel_id=20203
RHK32,http://108.181.21.31:27347/livehttpplay?channel_id=30067
年代新闻,http://108.181.21.31:27347/livehttpplay?channel_id=20033
CINEMAWORLD,http://108.181.21.31:27347/livehttpplay?channel_id=20047
CN卡通频道,http://108.181.21.31:27347/livehttpplay?channel_id=20048
八大精彩台,http://108.181.21.31:27347/livehttpplay?channel_id=20052
凤凰中文,http://108.181.21.31:27347/livehttpplay?channel_id=20065
凤凰资讯,http://108.181.21.31:27347/livehttpplay?channel_id=20066
凤凰香港,http://108.181.21.31:27347/livehttpplay?channel_id=20067
东森新闻,http://108.181.21.31:27347/livehttpplay?channel_id=20082
HBO,http://108.181.21.31:27347/livehttpplay?channel_id=20093
三立都会台,http://108.181.21.31:27347/livehttpplay?channel_id=20100
探索世界,http://108.181.21.31:27347/livehttpplay?channel_id=20110
纬来体育HD,http://108.181.21.31:27347/livehttpplay?channel_id=20120
TVB Plus,http://108.181.21.31:27347/livehttpplay?channel_id=20122
无线新闻,http://108.181.21.31:27347/livehttpplay?channel_id=20123
翡翠台,http://108.181.21.31:27347/livehttpplay?channel_id=20124
明珠台,http://108.181.21.31:27347/livehttpplay?channel_id=20125
翡翠台HD,http://108.181.21.31:27347/livehttpplay?channel_id=20127
广东体育,http://108.181.21.31:27347/livehttpplay?channel_id=20130
Viu TV,http://108.181.21.31:27347/livehttpplay?channel_id=20131
美亚电影,http://108.181.21.31:27347/livehttpplay?channel_id=20197
纬来电影,http://108.181.21.31:27347/livehttpplay?channel_id=20199
纬来戏剧,http://108.181.21.31:27347/livehttpplay?channel_id=20200
纬来育乐,http://108.181.21.31:27347/livehttpplay?channel_id=20202
无线新闻,http://108.181.20.181:38859/
无线新闻,http://vallest.uk/livehttpplay?channel_id=20123
now新闻,http://live4play.uk/livehttpplay?channel_id=20041
HOY77HD,http://vallest.uk/livehttpplay?channel_id=20152
HOY资讯,http://live4play.uk/livehttpplay?channel_id=20191
中天新闻,http://http://tlive24.uk/livehttpplay?channel_id=20163
东森新闻,http://live4play.uk/livehttpplay?channel_id=20082
翡翠台,http://108.181.20.181/livehttpplay?channel_id=20124
明珠台,http://108.181.20.181/livehttpplay?channel_id=20125
广东体育,http://108.181.20.181/livehttpplay?channel_id=20130
VIU TV,http://108.181.20.181/livehttpplay?channel_id=20131
VIU TV6,http://108.181.20.181/livehttpplay?channel_id=20132
新加坡8台,http://108.181.21.33/livehttpplay?channel_id=10132
新时代温哥华,http://108.181.21.33/livehttpplay?channel_id=50318
新时代多倫多,http://108.181.21.33/livehttpplay?channel_id=50208
天映经典,http://108.181.20.197/livehttpplay?channel_id=20063
美亚电影台,http://108.181.20.197/livehttpplay?channel_id=20197
翡翠台HD,http://108.181.21.7:44039/liveplay.m3u8
翡翠台720,http://108.181.21.7:32977/liveplay.m3u8
明珠台HD,http://108.181.21.7:35413/liveplay.m3u8
明珠台,http://108.181.21.7:40241/liveplay.m3u8
翡翠台,http://108.181.21.31:27347/livehttpplay?channel_id=20127
翡翠台,http://108.181.20.215:27347/livehttpplay?channel_id=20127
星河频道,http://108.181.20.215:27347/livehttpplay?channel_id=20070
TVB PlusHD,http://108.181.21.7:37129/liveplay.m3u8
TVB Plus720,http://108.181.21.7:39147/liveplay.m3u8
无线新闻HD,http://108.181.21.7:40107/liveplay.m3u8
无线新闻720,http://108.181.21.7:33751/liveplay.m3u8
港台31,http://108.181.21.7:38587/liveplay.m3u8
港台32,http://108.181.21.7:38829/liveplay.m3u8
VIU TVHD,http://108.181.21.7:34453/liveplay.m3u8
VIU TV720,http://108.181.21.7:42935/liveplay.m3u8
VIU TV6,http://108.181.21.7:38103/liveplay.m3u8
HOY TV,http://108.181.21.7:34035/liveplay.m3u8
Mytv亚洲剧台,http://hkenlive.uk/livehttpplay?channel_id=13022
Mytv粤语片台,http://hkenlive.uk/livehttpplay?channel_id=13021
Mytv华语剧台,http://hkenlive.uk/livehttpplay?channel_id=13023
Mytv功夫台,http://hkenlive.uk/livehttpplay?channel_id=13024
Mytv黃金翡翠台,http://hkenlive.uk/livehttpplay?channel_id=13027
Mytv戲曲台,http://hkenlive.uk/livehttpplay?channel_id=13026
C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/01.m3u8
C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/02.m3u8
C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
壹新闻,http://108.181.21.27:27347/livehttpplay?channel_id=20028
年代新闻,http://108.181.21.27:27347/livehttpplay?channel_id=20033
民视新闻台,http://108.181.21.27:27347/livehttpplay?channel_id=20097
中天综合,http://108.181.21.27:27347/livehttpplay?channel_id=20064
凤凰香港台,http://108.181.21.27:27347/livehttpplay?channel_id=20067
三立综合台,http://108.181.21.27:27347/livehttpplay?channel_id=12038
三立戏剧台,http://108.181.21.27:27347/livehttpplay?channel_id=10125
八大综合台,http://108.181.21.27:27347/livehttpplay?channel_id=20068
八大第一台,http://108.181.21.27:27347/livehttpplay?channel_id=20073
东森财经新闻,http://108.181.21.27:27347/livehttpplay?channel_id=20078
TVBS,http://108.181.21.27:27347/livehttpplay?channel_id=20085
CN卡通频道,http://108.181.21.27:27347/livehttpplay?channel_id=20048
八大精彩台,http://108.181.21.27:27347/livehttpplay?channel_id=20052
尼克卡通频道,http://108.181.21.27:27347/livehttpplay?channel_id=20089
动物星球,http://108.181.21.27:27347/livehttpplay?channel_id=20106
TVBS欢乐台,http://108.181.21.27:27347/livehttpplay?channel_id=20105
纬来体育,http://108.181.21.27:27347/livehttpplay?channel_id=20120
TVBS精彩台,http://108.181.21.27:27347/livehttpplay?channel_id=20136
華視,rtmp://f13h.mine.nu/sat/tv111
中視,rtmp://f13h.mine.nu/sat/tv091
台視,rtmp://f13h.mine.nu/sat/tv071
民視,rtmp://f13h.mine.nu/sat/tv051
華視,rtmp://f13h.mine.nu/sat/tv111
中視,rtmp://f13h.mine.nu/sat/tv091
台視,rtmp://f13h.mine.nu/sat/tv071
民視,rtmp://f13h.mine.nu/sat/tv051
緯來日本,rtmp://f13h.mine.nu/sat/tv771
緯來育樂,rtmp://f13h.mine.nu/sat/tv701
緯來體育,rtmp://f13h.mine.nu/sat/tv721
东森超视,rtmp://f13h.mine.nu/sat/tv331
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
ELEVEN体育1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN体育2,rtmp://f13h.mine.nu/sat/tv741
ELEVEN体育3,rtmp://f13h.mine.nu/sat/tv751
TVB新闻台,http://live.cooltv.top/tv/tvb.php?id=0&hq
TVB财经台,http://live.cooltv.top/tv/tvb.php?id=2&hq
翡翠台,http://zsntlqj.xicp.net:8895/bysid/1
明珠台,http://zsntlqj.xicp.net:8896/bysid/2
TVB Plus,http://zsntlqj.xicp.net:8896/bysid/82
無綫新聞台,http://zsntlqj.xicp.net:8896/bysid/83
无线新闻台,http://live.cooltv.top/tv/tvb.php?id=2&hq
鳳凰衛視香港台,http://zsntlqj.xicp.net:8896/bysid/85
ViuTV,http://zsntlqj.xicp.net:8895/bysid/99
ViuTVsix,http://zsntlqj.xicp.net:8895/bysid/96

香港频道,#genre#
TVB Plus,http://aktv.top/AKTV/live/aktv/tvbplus/AKTV.m3u8
TVB Plus,http://113.83.152.33:1936/bysid/82
翡翠台,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8
翡翠台,http://ali.hlspull.yximgs.com/live/tboxprofhwwqpthqyqtqqqxcxbfhqqfqvhdtqdvbtvqsqxqfsqqcvbctvbfc.flv
明珠台,http://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8
明珠台,http://113.83.152.33:1936/bysid/2
無綫新聞台,http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8
無綫新聞台,http://113.83.152.33:1936/bysid/83
鳳凰衛視香港台,http://feng163.com:9001/bysid/85
鳳凰衛視香港台,http://113.83.152.33:1936/bysid/85
港台電視 31,http://feng163.com:9002/bysid/31
港台電視 32,http://feng163.com:9002/bysid/32
中央電視台綜合頻道（CCTV-1綜合),http://feng163.com:9002/bysid/33
中國環球電視網紀錄頻道 (CGTN紀錄頻道,http://feng163.com:9002/bysid/34
东森新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv152
东森新闻,http://211.72.65.236:8540/.m3u8
中天新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv009
中天新闻,http://211.72.65.236:8541/.m3u8
TVB翡翠台,http://43.139.34.228:9898/hls/91/index.m3u8
TVB明珠,http://43.139.34.228:9898/hls/110/index.m3u8
TVB星河,http://43.139.34.228:9898/hls/109/index.m3u8
澳视澳门,http://43.139.34.228:9898/hls/135/index.m3u8
重温经典,http://43.139.34.228:9898/hls/136/index.m3u8
广东民生,http://43.139.34.228:9898/hls/3/index.m3u8
广东卫视,http://43.139.34.228:9898/hls/1/index.m3u8
广东新闻,http://43.139.34.228:9898/hls/4/index.m3u8
广东珠江,http://43.139.34.228:9898/hls/2/index.m3u8
大湾区卫视,http://43.139.34.228:9898/hls/8/index.m3u8
广东经济科教,http://43.139.34.228:9898/hls/7/index.m3u8
广东体育,http://43.139.34.228:9898/hls/5/index.m3u8
都市剧场,http://43.139.34.228:9898/hls/6/index.m3u8
广东影视,http://43.139.34.228:9898/hls/10/index.m3u8
南方购物,http://43.139.34.228:9898/hls/13/index.m3u8
五华电视,http://43.139.34.228:9898/hls/9/index.m3u8
梅州综合,http://43.139.34.228:9898/hls/105/index.m3u8
梅州客家生活,http://43.139.34.228:9898/hls/106/index.m3u8
梅县综合,http://43.139.34.228:9898/hls/111/index.m3u8
梅州导视,http://43.139.34.228:9898/hls/130/index.m3u8
深圳都市,http://43.139.34.228:9898/hls/131/index.m3u8
陕西卫视,http://43.139.34.228:9898/hls/57/index.m3u8
卡酷少儿,http://43.139.34.228:9898/hls/70/index.m3u8
甘肃卫视,http://43.139.34.228:9898/hls/69/index.m3u8
新视觉,http://43.139.34.228:9898/hls/107/index.m3u8
中国交通,http://43.139.34.228:9898/hls/104/index.m3u8


台湾频道,#genre#
ELEVEN SPORTS 2,http://108.181.20.197/livehttpplay?channel_id=10105
ELEVEN SPORTS 1,http://108.181.20.197/livehttpplay?channel_id=10104
三立戏剧台,http://108.181.20.197/livehttpplay?channel_id=10125
三立新闻,http://108.181.20.197/livehttpplay?channel_id=10126
FGM电影,http://108.181.20.197/livehttpplay?channel_id=10123
天映电影,http://108.181.20.197/livehttpplay?channel_id=10130
龙华电影,http://108.181.20.197/livehttpplay?channel_id=10129
美国中文电视,http://108.181.20.197/livehttpplay?channel_id=10128
新加坡8台,http://108.181.20.197/livehttpplay?channel_id=10132
博斯运动,http://108.181.20.197/livehttpplay?channel_id=10131
壹新闻,http://108.181.20.197/livehttpplay?channel_id=20028
年代新闻,http://108.181.20.197/livehttpplay?channel_id=20033
龙华偶像,http://108.181.20.197/livehttpplay?channel_id=20023
国家地理,http://108.181.20.197/livehttpplay?channel_id=20037
非凡新聞,http://108.181.20.197/livehttpplay?channel_id=20034
爱尔达体育,http://108.181.20.197/livehttpplay?channel_id=20043
now新闻,http://108.181.20.197/livehttpplay?channel_id=20041
BBC地球,http://108.181.20.197/livehttpplay?channel_id=20044
CN卡通频道,http://108.181.20.197/livehttpplay?channel_id=20048
八大精彩台,http://108.181.20.197/livehttpplay?channel_id=20052
好莱坞电影,http://108.181.20.197/livehttpplay?channel_id=20062
天映经典,http://108.181.20.197/livehttpplay?channel_id=20063
五星体育,http://108.181.20.197/livehttpplay?channel_id=20060
中天综合,http://108.181.20.197/livehttpplay?channel_id=20064
凤凰中文,http://108.181.20.197/livehttpplay?channel_id=20065
凤凰香港,http://108.181.20.197/livehttpplay?channel_id=20067
凤凰资讯,http://108.181.20.197/livehttpplay?channel_id=20066
八大综合,http://108.181.20.197/livehttpplay?channel_id=20068
星河频道,http://108.181.20.197/livehttpplay?channel_id=20070
八大娱乐,http://108.181.20.197/livehttpplay?channel_id=20071
八大第一,http://108.181.20.197/livehttpplay?channel_id=20073
东森戏剧,http://108.181.20.197/livehttpplay?channel_id=20072
民视,http://108.181.20.197/livehttpplay?channel_id=20074
台视,http://108.181.20.197/livehttpplay?channel_id=20076
公视,http://108.181.20.197/livehttpplay?channel_id=20087
东森电影,http://108.181.20.197/livehttpplay?channel_id=20077
东森财经,http://108.181.20.197/livehttpplay?channel_id=20078
中天娱乐,http://108.181.20.197/livehttpplay?channel_id=20079
东森洋片,http://108.181.20.197/livehttpplay?channel_id=20080
龙华日韩,http://108.181.20.197/livehttpplay?channel_id=20080
东森新闻,http://108.181.20.197/livehttpplay?channel_id=20082
华视新闻,http://108.181.20.197/livehttpplay?channel_id=20086
中视,http://108.181.20.197/livehttpplay?channel_id=20088
尼克动画,http://108.181.20.197/livehttpplay?channel_id=20089
龙华洋片,http://108.181.20.197/livehttpplay?channel_id=20090
HBO HITS,http://108.181.20.197/livehttpplay?channel_id=20091
HBO family,http://108.181.20.197/livehttpplay?channel_id=20092
HBO,http://108.181.20.197/livehttpplay?channel_id=20093
民视新闻,http://108.181.20.197/livehttpplay?channel_id=20097
三立都会台,http://108.181.20.197/livehttpplay?channel_id=20100
东森综合,http://108.181.20.197/livehttpplay?channel_id=20104
动物星球,http://108.181.20.197/livehttpplay?channel_id=20106
TVBS欢乐,http://108.181.20.197/livehttpplay?channel_id=20105
爱尔达体育2,http://108.181.20.197/livehttpplay?channel_id=20107
华纳WBTV,http://108.181.20.197/livehttpplay?channel_id=20112
探索亚洲,http://108.181.20.197/livehttpplay?channel_id=20113
探索世界,http://108.181.20.197/livehttpplay?channel_id=20110
龙祥电影,http://108.181.20.197/livehttpplay?channel_id=20114
博斯高球2,http://108.181.20.197/livehttpplay?channel_id=20117
爱尔体育1,http://108.181.20.197/livehttpplay?channel_id=20129
纬来体育,http://108.181.20.197/livehttpplay?channel_id=20120
TVBS精彩,http://108.181.20.197/livehttpplay?channel_id=20136
采昌,http://108.181.20.197/livehttpplay?channel_id=20141
国兴卫视,http://108.181.20.197/livehttpplay?channel_id=20164
HOY新闻,http://108.181.20.197/livehttpplay?channel_id=20191
美亚电影,http://108.181.20.197/livehttpplay?channel_id=20197
纬来电影,http://108.181.20.197/livehttpplay?channel_id=20199
纬来戏剧,http://108.181.20.197/livehttpplay?channel_id=20200
纬来综合,http://108.181.20.197/livehttpplay?channel_id=20201
纬来育乐,http://108.181.20.197/livehttpplay?channel_id=20202
纬来日本,http://108.181.20.197/livehttpplay?channel_id=20303
HBO,http://108.181.20.197/livehttpplay?channel_id=20314
博斯运动2,http://108.181.20.197/livehttpplay?channel_id=20311
凤凰香港,http://108.181.20.197/livehttpplay?channel_id=30016
凤凰中文,http://108.181.20.197/livehttpplay?channel_id=30014
凤凰资讯,http://108.181.20.197/livehttpplay?channel_id=30015
靖天欢乐台,http://108.181.20.197/livehttpplay?channel_id=30021
靖天育乐台,http://108.181.20.197/livehttpplay?channel_id=30020


测试频道,#genre#
CCTV1综合超清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476879.ts
CCTV2财经高清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476881.ts
CCTV3综艺超清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476882.ts
CCTV4中文国际高清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476884.ts
CCTV4中文国际,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV5体育超清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476886.ts
CCTV5+体育赛事超清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476888.ts
cctv5+体育赛事高清(备）,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476889.ts
CCTV6电影高清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476890.ts
CCTV7国防军事高清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476891.ts
CCTV8电视剧高清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476892.ts
CCTV-9纪录超清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476893.m3u8
CCTV10 HD科教超清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476895.m3u8
CCTV10科教,http://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/25137bd7c4494128bf0cba271974928f/1200.m3u8
CCTV11戏曲高清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476897.m3u8
CCTV12社会与法高清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476898.m3u8
CCTV12社会与法,https://epg.pw/stream/aedb71e61961cd2a5a5b9a8a83b8ae489c9408e6b420593aecb92cc36de628fe.m3u8
CCTV13新闻高清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476899.m3u8
CCTV14少儿高清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476900.m3u8
CCTV15音乐高清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476901.m3u8
CCTV-16奥林匹克,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476902.ts
CCTV4K,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476942.ts
东南卫视,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/480057.ts
湖南卫视超清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476903.ts
江苏卫视超清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476905.ts
东方卫视超清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476907.ts
浙江卫视超清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476909.ts
北京卫视超清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476911.ts
深圳卫视高清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476913.ts
广东卫视高清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476914.ts
广东珠江,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476221.ts
岭南戏曲,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476950.ts
广东体育高清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476954.ts
广东体育超清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476953.ts
广东体育4K,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476951.ts
四川卫视高清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476917.ts
湖北卫视,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476198.ts
河北卫视,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476920.ts
天津卫视,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476919.ts
大湾区卫视,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476989.ts
重庆卫视高清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476918.ts
青田电视台,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476195.ts
美亚高清电影台(香港),http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476212.ts
美亞電影台,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/477078.ts
星河频道,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476993.ts
天映頻道,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476310.ts
MYTV SUPER ,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/477551.ts
MyTV SUPER,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/477554.ts
TVB 翡翠台超清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476929.ts
TVB 翡翠台4K,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476927.ts
TVB 翡翠台高清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476930.ts
TVB 明珠台超清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476935.ts
TVB 明珠台高清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476936.ts
無線新聞台高清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476926.ts
无线新闻台超清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476925.ts
HOY 资讯台,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476957.ts
香港國際財經台,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476956.ts
viu TV,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/477538.ts
ViuTV HD+,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476937.ts
无线财经·资讯台4K,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476921.ts
无线财经·资讯台高清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476924.ts
無線財經·資訊台超清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476923.ts
TVB J2 4K ,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476931.ts
TVB J2,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476933.ts
TVB J2高清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476934.ts
Now新聞,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/477070.ts
now新闻,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/477070.ts
NOW 財經台,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/477534.ts
澳门莲花卫视,https://fake-stream.livednow.com/redirect/lotustv?token=1a8f76fe20b71c522b58b58380c0e559
鳳凰香港台,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476963.ts
鳳凰中文超清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476962.ts
凤凰資訊超清,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476961.ts
凤凰资讯台,http://210.210.155.37/qwr9ew/s/s21/index.m3u8
凤凰卫视,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/570838.ts
港台電視31超清,https://rthktv31-live.akamaized.net/hls/live/2036818/RTHKTV31/master.m3u8
HKC娛樂,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476213.ts
18台,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/477555.ts
澳门莲花,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476223.ts
ViuTV6 HD+,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476939.ts
TVB粤语片,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476225.ts
TVB功夫台,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476226.ts
tvb功夫台,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/477551.ts
TVB1,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476199.m3u8
新時代2,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476215.m3u8
新时代温哥华,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/477610.ts
新时代多倫多,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/477609.ts
TVB星河,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476200.ts
TVB经典,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476210.ts
TVB 戏曲台,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/477553.ts
TVB 亚洲综艺台,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/477547.ts
TVB 亚洲剧台,http://hotelplay.net/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/477549.ts
